vehicle_name,model,vehicle_type,export_status,dealer_name,model_year,location,fuel_type,mileage,spec,price
toyota,    Land Cruiser Hard Top,    SUV/Crossover,   Can be exported,Target Motor FZE,2023,  Dubai,  Diesel,0,  Import,165000.0
toyota,    Sequoia,    SUV/Crossover,   Can be exported,FALCONS GT MOTORS,2022,  Dubai,  Hybrid,0,  Import,375000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Mercury Global,2023,  Dubai,  Diesel,0,  Import,265000.0
toyota,    Hilux,    Pick Up Truck,   Can be exported,Mercury Global,2022,  Dubai,  Diesel,0,  GCC,90000.0
toyota,    Prado,    SUV/Crossover,   Can be exported,Mercury Global,2023,  Dubai,  Diesel,0,  Import,200000.0
toyota,    Prado,    SUV/Crossover,   Can be exported,Mercury Global,2023,  Dubai,  Diesel,0,  Import,200000.0
toyota,    Land Cruiser Hard Top,    Pick Up Truck,   Can be exported,Pinnacle Automotive International FZC,2023,  Dubai,  Diesel,0,  GCC,161000.0
toyota,    RAV 4,    SUV/Crossover,   Can be exported,Pinnacle Automotive International FZC,2023,  Dubai,  Gasoline,0,  GCC,124000.0
toyota,    Land Cruiser Hard Top,    Pick Up Truck,   Only for export,Pinnacle Automotive International FZC,2023,  Dubai,  Diesel,0,  GCC,160000.0
toyota,    Hilux,    Pick Up Truck,   Can be exported,Legend Motors FZCO,2023,  Dubai,  Diesel,0,  GCC,127000.0
toyota,    Hilux,    Pick Up Truck,   Can be exported,Al-Markaziya Motors,2023,  Dubai,  Gasoline,0,  GCC,142000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Rebou Najd Used Cars Trading,2023,  Dubai,  Gasoline,0,  Import,325000.0
toyota,    Prado,    SUV/Crossover,   Can be exported,Mercury Global,2023,  Dubai,  Gasoline,0,  Import,180000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Mercury Global,2023,  Dubai,  Gasoline,0,  Import,399000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,SILK WAY USED CARS L.L.C,2023,  Dubai,  Gasoline,0,  GCC,395000.0
toyota,    Hilux,    Pick Up Truck,   Only for export,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,100000.0
toyota,    Highlander,    SUV/Crossover,   Only for export,Auto Storm FZCO,2023,  Dubai,  Gasoline,0,  Import,216000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,380000.0
toyota,    Land Cruiser Hard Top,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  Import,165000.0
toyota,    Highlander,    SUV/Crossover,   Only for export,T R D Segrex,2023,  Dubai,  Gasoline,0,  Import,192000.0
toyota,    Sequoia,    SUV/Crossover,   Only for export,T R D Segrex,2023,  Dubai,  Hybrid,0,  Import,427000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  Import,260000.0
toyota,    Prado,    SUV/Crossover,   Can be exported,Regone Automotive FZCO,2023,  Dubai,  Gasoline,0,  GCC,170000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,380000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,T R D Segrex,2023,  Dubai,  Gasoline,0,  GCC,285000.0
toyota,    Crown,    Sedan,   Can be exported,T R D Segrex,2023,  Dubai,  Hybrid,0,  GCC,182000.0
toyota,    Hilux,    Pick Up Truck,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  GCC,160000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Gasoline,0,  Import,260000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,290000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,290000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Gasoline,0,  Import,285000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Sahara Motors FZE,2023,  Dubai,  Diesel,0,  GCC,393000.0
toyota,    Prado,    SUV/Crossover,   Only for export,Sahara Motors FZE,2023,  Dubai,  Diesel,0,  Import,230000.0
toyota,    RAV 4,    SUV/Crossover,   Can be exported,Al Haruj Motors FZE,2022,  Dubai,  Gasoline,0,  GCC,119900.0
toyota,    Camry,    Sedan,   Can be exported,Al Haruj Motors FZE,2022,  Dubai,  Gasoline,0,  GCC,123200.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Sahara Motors FZE,2023,  Dubai,  Diesel,0,  GCC,319000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Gasoline,0,  Import,412000.0
toyota,    Corolla,    Sedan,   Can be exported,KAVAK,2022,  Dubai,  Gasoline,0,  Import,73500.0
toyota,    Corolla,    Sedan,   Can be exported,KAVAK,2022,  Dubai,  Gasoline,0,  Import,73500.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Al Etiebi Motors,2023,  Dubai,  Gasoline,0,  GCC,398000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  Import,145000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  GCC,147000.0
toyota,    Prado,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,187000.0
toyota,    Rush,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Gasoline,0,  GCC,62000.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  GCC,350000.0
toyota,    Land Cruiser Hard Top,    SUV/Crossover,   Only for export,Target Motor FZE,2023,  Dubai,  Diesel,0,  Import,155000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Miki Middle East General Trading LLC,2023,  Sharjah,  Diesel,0,  GCC,335000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Miki Middle East General Trading LLC,2023,  Sharjah,  Gasoline,0,  GCC,282000.0
toyota,    Prado,    SUV/Crossover,   Can be exported,FOX L T D USED AUTOMOBILE TRADING,2023,  Dubai,  Gasoline,0,  GCC,225000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Novi Automax Motors LLC,2023,  Dubai,  Gasoline,0,  Import,232000.0
toyota,    bZ4X,    SUV/Crossover,   Only for export,Al Hamra Motors,2022,  Dubai,  Electric,0,  Import,113000.0
toyota,    Sequoia,    SUV/Crossover,   Can be exported,New Auto FZCO,2023,  Dubai,  Gasoline,0,  Import,372000.0
toyota,    bZ4X,    SUV/Crossover,   Only for export,Al Hamra Motors,2022,  Dubai,  Electric,0,  Import,129000.0
toyota,    Camry,    Sedan,   Can be exported,New Auto FZCO,2023,  Dubai,  Gasoline,0,  GCC,117000.0
toyota,    Crown,    Sedan,   Can be exported,New Auto FZCO,2023,  Dubai,  Hybrid,0,  Import,206000.0
toyota,    Camry,    Sedan,   Only for export,Hussein Ghulam Motors FZCO,2023,  Dubai,  Gasoline,0,  GCC,84000.0
toyota,    4-Runner,    SUV/Crossover,   Can be exported,New Auto FZCO,2023,  Dubai,  Gasoline,0,  Import,231000.0
toyota,    Camry,    Sedan,   Can be exported,New Auto FZCO,2023,  Dubai,  Gasoline,0,  GCC,130000.0
toyota,    Corolla,    Sedan,   Can be exported,New Auto FZCO,2022,  Dubai,  Gasoline,0,  Import,57000.0
toyota,    Camry,    Sedan,   Can be exported,New Auto FZCO,2023,  Dubai,  Gasoline,0,  GCC,83500.0
toyota,    Corolla,    Sedan,   Can be exported,New Auto FZCO,2022,  Dubai,  Gasoline,0,  Import,52000.0
toyota,    Corolla,    Sedan,   Can be exported,New Auto FZCO,2022,  Dubai,  Gasoline,0,  Import,57000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Dresden Used Cars,2022,  Dubai,  Gasoline,68,  Import,185000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,T R D Segrex,2022,  Dubai,  Diesel,0,  Import,343000.0
toyota,    Camry,    Sedan,   Can be exported,T R D Segrex,2023,  Dubai,  Gasoline,0,  Import,118500.0
toyota,    Crown,    Sedan,   Only for export,T R D Segrex,2023,  Dubai,  Hybrid,0,  Import,175000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Dresden Used Cars,2023,  Dubai,  Hybrid,10,  Import,350000.0
toyota,    Tundra,    SUV/Crossover,   Can be exported,Dresden Used Cars,2023,  Dubai,  Hybrid,13,  Import,385000.0
toyota,    4-Runner,    SUV/Crossover,   Can be exported,Dresden Used Cars,2023,  Dubai,  Gasoline,5,  Import,210000.0
toyota,    Sequoia,    SUV/Crossover,   Can be exported,Dresden Used Cars,2023,  Dubai,  Hybrid,10,  Import,425000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Dresden Used Cars,2023,  Dubai,  Hybrid,10,  Import,350000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Dresden Used Cars,2022,  Dubai,  Gasoline,10,  Import,295000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Oasis Cars,2022,  Dubai,  Gasoline,0,  GCC,245000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Oasis Cars,2022,  Dubai,  Gasoline,0,  GCC,245000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,T R D Segrex,2022,  Dubai,  Diesel,0,  GCC,265000.0
toyota,    4-Runner,    SUV/Crossover,   Can be exported,Sahara Motors FZE,2023,  Dubai,  Gasoline,0,  Import,243000.0
toyota,    Camry,    Sedan,   Only for export,Sahara Motors FZE,2023,  Dubai,  Hybrid,0,  GCC,108000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Only for export,Sahara Motors FZE,2022,  Dubai,  Gasoline,0,  GCC,135000.0
toyota,    Fortuner,    SUV/Crossover,   Only for export,Sahara Motors FZE,2023,  Dubai,  Gasoline,0,  GCC,175000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Mars Automobiles Trading L.L.C,2023,  Dubai,  Gasoline,0,  GCC,340000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Only for export,Sahara Motors FZE,2022,  Dubai,  Gasoline,0,  GCC,135000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Sahara Motors FZE,2022,  Dubai,  Gasoline,0,  GCC,331000.0
toyota,    Camry,    Sedan,   Can be exported,Sahara Motors,2023,  Dubai,  Gasoline,0,  GCC,106000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Can be exported,Sahara Motors,2023,  Dubai,  Diesel,0,  Import,145000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Sahara Motors,2022,  Dubai,  Gasoline,0,  Import,235000.0
toyota,    Tundra,    Pick Up Truck,   Can be exported,Sahara Motors,2022,  Dubai,  Gasoline,0,  Import,230000.0
toyota,    Yaris,    Hatchback,   Can be exported,Berchex Auto Motors FZE,2023,  Dubai,  Gasoline,0,  Import,70000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Mercury Global,2022,  Dubai,  Gasoline,0,  GCC,455000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Can be exported,Soltan Auto,2023,  Dubai,  Diesel,0,  GCC,147000.0
toyota,    Camry,    Sedan,   Only for export,Sahara Motors FZE,2023,  Dubai,  Gasoline,0,  GCC,114500.0
toyota,    Camry,    Sedan,   Only for export,Sahara Motors FZE,2023,  Dubai,  Gasoline,0,  GCC,114500.0
toyota,    Land Cruiser,    SUV/Crossover,   Only for export,Sahara Motors FZE,2022,  Dubai,  Gasoline,0,  GCC,325000.0
toyota,    Fortuner,    SUV/Crossover,   Can be exported,Sahara Motors FZE,2023,  Dubai,  Gasoline,0,  GCC,167000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Segrex Auto FZCO,2022,  Dubai,  Diesel,0,  Import,363000.0
toyota,    Camry,    Sedan,   Can be exported,Segrex Auto FZCO,2022,  Dubai,  Hybrid,0,  GCC,116000.0
toyota,    Sequoia,    SUV/Crossover,   Can be exported,Segrex Auto FZCO,2023,  Dubai,  Hybrid,0,  Import,427000.0
toyota,    FJ Cruiser,    SUV/Crossover,   Can be exported,Atlantis Motors FZE,2023,  Dubai,  Gasoline,0,  GCC,185000.0
toyota,    Fortuner,    SUV/Crossover,   Can be exported,Steerwell Used Cars TR CO L.L.C,2023,  Dubai,  Gasoline,0,  GCC,124500.0
toyota,    Hilux,    Pick Up Truck,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Diesel,0,  GCC,121800.0
toyota,    Rush,    SUV/Crossover,   Can be exported,Steerwell Used Cars TR CO L.L.C,2023,  Dubai,  Gasoline,0,  GCC,62500.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Gasoline,0,  GCC,315000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Gasoline,0,  GCC,139800.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Diesel,0,  GCC,386000.0
toyota,    C-HR,    Hatchback,   Can be exported,Steerwell Used Cars TR CO L.L.C,2023,  Dubai,  Hybrid,0,  GCC,118000.0
toyota,    Hilux,    Pick Up Truck,   Can be exported,Steerwell Used Cars TR CO L.L.C,2023,  Dubai,  Gasoline,0,  GCC,140800.0
toyota,    Corolla,    Sedan,   Can be exported,Prestige Motors L.L.C,2022,  Dubai,  Hybrid,21,  Import,73400.0
toyota,    4-Runner,    SUV/Crossover,   Can be exported,Sahara Motors FZE,2023,  Dubai,  Gasoline,0,  Import,230000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Can be exported,Sahara Motors FZE,2023,  Dubai,  Diesel,0,  Import,190600.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Segrex Auto FZCO,2022,  Dubai,  Diesel,0,  Import,348000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Segrex Auto FZCO,2022,  Dubai,  Diesel,0,  Import,348000.0
toyota,    FJ Cruiser,    SUV/Crossover,   Can be exported,Atlantis Motors FZE,2023,  Dubai,  Gasoline,0,  GCC,180000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Diesel,0,  GCC,146500.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Gasoline,0,  GCC,315000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Steerwell Used Cars TR CO L.L.C,2022,  Dubai,  Gasoline,0,  GCC,391000.0
toyota,    Yaris,    Sedan,   Can be exported,Sahara Motors,2023,  Dubai,  Gasoline,0,  GCC,61000.0
toyota,    Hiace,    Van,   Can be exported,S.K Motors FZCO,2023,  Dubai,  Diesel,0,  GCC,135500.0
toyota,    bZ4X,    SUV/Crossover,   Can be exported,Prestige Motors L.L.C,2022,  Dubai,  Electric,18,  Import,117900.0
toyota,    Camry,    Sedan,   Can be exported,Segrex Auto FZCO,2022,  Dubai,  Gasoline,0,  GCC,130000.0
toyota,    Camry,    Sedan,   Only for export,Segrex Auto FZCO,2022,  Dubai,  Gasoline,0,  GCC,124000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Segrex Auto FZCO,2023,  Dubai,  Diesel,0,  Import,348000.0
toyota,    Land Cruiser,    SUV/Crossover,   Can be exported,Sahara Motors,2022,  Dubai,  Diesel,0,  GCC,400000.0
toyota,    Hilux,    Pick Up Truck,   Only for export,Sahara Motors,2023,  Dubai,  Gasoline,0,  GCC,120000.0
toyota,    Land Cruiser Pickup,    Pick Up Truck,   Can be exported,Steerwell Used Cars TR CO L.L.C,2023,  Dubai,  Diesel,0,  GCC,146500.0
